d_name,d_speciality,total_score,total_survey_count,five_star,five_star_percentage,four_star,four_star_percentage,three_star,three_star_percentage,two_star,two_star_percentage,one_star,one_star_percentage,positive_tags,negative_tags,comment_text
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Oh dr Kohli literally saves my life…I have hormonal imbalances and I went through a terrible period of two years …he has such good bedside manner and I am not afraid sometimes showing up without scheduling and every time his staff and dr Kohli would squeeze me in…I would go to China to sit there and wait for his care …thanks
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Thoughtful and informative and caring.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Good experience. Dr. Kohl I explained test and made clear recommendations for continued care.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Listens to your problems. Is funny and personal.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Very relaxing manor.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Dr Kohli is the best, been seeing him for almost 10 years now will not go to anyone else"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Always motivates me towards better health and lifestyle changes that would ensure better living. I trust this doctor.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Great doctor. Spends time and answers all questions.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr kohli should mentor all new doctors coming in To the medical profession. He is an amazing person with great people skills
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Thorough, professsional and relatable"
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Most amazing and most caring Doctor I’ve ever been to! He always listens and takes the necessary time needed per patient.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Dr Kohli is a wonderful, caring and patient man. I recommend him to everyone who is in need of a doctor. It’s been a long time since I’ve had a doctor who has cared this much."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Top notch!
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli is wonderful! He’s really gone above and beyond to treat me and my conditions. He clearly cares about his patients. He listens and is thorough with the information he gives you.
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Excellent doctor..very smart, knowledgeable, decisive, empathetic, and comprehensive in his analysis of multi-disciplines of medicine as he treats almost the entire human body. His analysis results in referring to other doctors and specialists. He is never in a hurry to end appointments. I feel lucky for having Dr. Kohli as my primary care physician for the past nine years."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Caring, knowledgeable professional. Have never felt rushed. His recommendations and advice including other specialists when needed over the past several years have kept my health in good shape as I reach my late 70's. I look forward to continued good health thanks to Dr. Kohli."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","I I have and will continue to recommend Dr. Kohli to my family and friends. He is kind, compassionate, thorough and takes his time with each visit. He always follows through and makes recommendations based on each patients individual needs and health history. I would not consider anyone else to care for me or my loved ones."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]",Dr. Kohli is the best Doctor I have ever met. I have had digestive issues and sinus problems for many years and none of my previous doctors were able to diagnose the cause or offer any effective cure. the problem persisted for years. Dr. Kohli changed my medicine and prescribed over the counter supplements to help improve my digestion. Within matter of 2 to 3 month I was not only feeling better but I feel at least 20 years younger than my actual age of 67. I simply can't thank him enough
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Without a doubt, I would recommend Dr. Kohli. He is very knowledgeable, shows considerable amount of patience in seeking the best medical care for his patients."
"Dr. Maninder Kohli, MD",Internal Medicine,4.9,Based on 342 ratings,5 Star,96%,4 Star,1%,3 Star,1%,2 Star,0%,1 Star,2%,"['Listened & answered questions (316)', 'Staff friendliness (316)', 'Explained conditions well (314)', ""Trusted the provider's decisions (314)"", ""Appointment wasn't rushed (312)"", 'Appointment scheduling (300)', 'Wait times (250)']","['Long wait times (12)', ""Didn't trust the provider's decisions (4)"", 'Difficult to schedule appointment (4)', 'Appointment was rushed (3)', ""Didn't explain conditions well (3)"", ""Didn't listen or answer questions (3)"", ""Staff wasn't friendly (2)""]","Dr. Kohli has been our primary physician for 10 years. He is thorough, sensitive to our needs and made us healthier than when we started."
